equipment_type,location,status,voltage,temperature,vibration,pressure,failure
pump,plant3,running,221.76049905523374,58.24519897818152,1.6112429169951161,31.806113437707307,0
pump,plant2,running,213.39842947595918,82.44475197235839,1.6503635900583151,25.493067848193444,0
pump,plant2,idle,221.2116109118187,80.59044779333863,6.050613749226766,34.36793907984354,0
pump,plant2,idle,216.25549367034736,83.109940582039,3.8364129409283434,27.67454381381704,0
pump,plant2,running,225.9369128960622,87.2478918052364,3.7656049553011144,22.550828450945748,0
pump,plant3,maintenance,232.32543786207964,65.6400367209565,8.487452138772891,39.767710411080536,0
pump,plant1,running,245.13326374190618,80.58292563443906,5.875301265175638,29.947786921288703,0
motor,plant1,idle,218.86600150877825,85.62225813530932,3.5413141921991578,32.75659209240213,1
compressor,plant2,idle,227.37972752080242,78.28879620612727,2.2255396054694074,28.37346389815276,1
pump,plant2,maintenance,223.42154063948607,65.97293754380051,8.763017310293925,32.67278457944916,1
pump,plant2,running,224.16081519348302,77.51337116618554,5.476797424435527,25.869400202342742,1
pump,plant1,idle,234.75799947582374,42.22063540706746,4.129390026769864,29.42202269686304,1
pump,plant2,running,213.158066071526,77.82858100176949,5.393129924968917,34.58410254151693,1
pump,plant3,idle,216.4171500148524,55.48526317730115,4.1663273466689255,29.102425646382276,0
pump,plant3,maintenance,218.2452634135002,72.45934971214163,6.017235455934353,25.783824999210978,1
compressor,plant3,running,210.15151356002156,65.89884702588408,1.6095054187732951,34.60773600444554,1
compressor,plant1,running,219.98525065159967,72.90766122755903,4.196471140316107,28.195029770978696,0
pump,plant2,maintenance,226.57969923070235,48.89211691757262,2.8866884419653323,28.089794507657217,1
compressor,plant2,idle,228.28361957523848,82.7591157513024,4.842104169949773,24.354360326227457,0
motor,plant2,idle,218.16174288428996,85.84121348769648,3.0880873957469026,37.73746155624044,0
pump,plant1,running,231.42035929103062,57.51350026128918,3.8020747474702876,35.321423849749856,1
motor,plant1,maintenance,199.26217461599933,51.74781956713721,3.8994237372997915,28.731342370398057,0
motor,plant1,running,243.2538205668239,58.52372285906337,5.516325962292222,25.646222994757032,0
pump,plant1,running,225.67256612625246,83.3118286387336,4.235827366595285,33.394428954503056,1
compressor,plant3,idle,215.69564425908533,71.18407517223358,2.9702223971856525,32.01370255661711,1
motor,plant1,idle,224.62101661453468,69.11075340248647,5.825408327193865,27.94272460447085,0
pump,plant1,idle,218.47212999696814,69.92732013147503,9.171352297429078,29.540225787643898,0
motor,plant1,idle,199.10782049672048,62.11513450636489,4.285160134384253,32.95616400080844,0
motor,plant2,idle,220.46905706741825,77.16708027236086,7.605004018634078,31.142424508236562,1
motor,plant2,maintenance,229.11506948607052,94.90963437279805,1.907667887333481,31.847405457016183,1
motor,plant2,running,229.63792254325602,58.76051739611535,3.4742079385884157,31.306596598645857,0
compressor,plant3,maintenance,222.51697797865964,81.54186678617933,7.590173267087468,33.64674786003839,1
motor,plant3,running,229.57771631278948,71.36692354238573,5.437336249135411,27.20964473698342,0
motor,plant1,idle,224.35439926730928,71.24443686447734,3.56459539144939,30.803109177472795,0
motor,plant2,maintenance,222.22575922827372,92.84524841837407,6.671132256767994,26.3883734852197,0
compressor,plant3,running,213.1100706875303,87.03155649741181,2.928656777010964,26.75419778370969,1
motor,plant2,idle,216.52789350123882,72.30796849899842,5.130383736350941,39.517857710936376,1
motor,plant3,idle,217.4363831510079,86.11225589007563,6.872865377997249,22.875190604779952,0
compressor,plant3,maintenance,222.85478467994153,46.40992950150972,5.729266787100171,33.34033119286517,1
compressor,plant1,maintenance,228.03153198499547,39.23948160840176,10.018924441978207,43.59158401703649,1
compressor,plant1,maintenance,213.85572863686517,61.635123350232604,3.8701690219175466,38.82306508261905,0
motor,plant3,idle,206.08239186613744,57.09621194449673,6.388603302786914,32.81519840426459,1
compressor,plant1,running,234.3976084198953,68.55603691768586,6.759502295415697,39.55248084804012,1
compressor,plant3,running,210.31379118739937,89.30079369587068,4.561468189999559,32.00402080407331,1
motor,plant3,maintenance,224.90095002543947,69.04816580884072,3.1321123785695315,28.5236641620961,1
compressor,plant2,running,222.53183536788737,86.2811224886346,7.321916552562214,30.104044073481713,1
motor,plant1,idle,216.55664674162395,85.94623663652733,3.98919880014954,34.501625100384985,0
pump,plant1,running,226.07457800420556,45.92482672233532,6.287351718093171,40.38664861060715,0
compressor,plant1,idle,207.92370205756313,82.97696533697203,5.855314458802753,35.31338224617505,1
pump,plant2,maintenance,236.3072966547571,89.98980078131862,5.25142686198335,29.557145802761074,0
motor,plant2,running,246.34877800851586,91.03337677473314,7.695618869661973,26.807546338937975,1
compressor,plant2,idle,232.30915128254568,71.02056346924897,5.672502541955903,20.301545718087898,0
motor,plant1,maintenance,211.89909066489417,73.86543477072308,6.255673345754488,29.318109601348336,1
pump,plant1,maintenance,196.74312239813992,74.84639730239243,5.808332269100517,24.826725980501497,0
motor,plant1,maintenance,224.77363873991328,71.59114622287697,5.152399338201664,34.635198637742505,0
compressor,plant2,maintenance,207.0662756474994,57.303824271569276,4.237973072064808,28.738807760065566,0
compressor,plant2,running,215.8684077385512,60.71867542651374,4.961064416766551,34.863092532221835,1
pump,plant3,idle,235.22821955825674,82.10996965103047,6.2353424180994335,42.537998177882784,0
motor,plant2,running,236.23681982862684,70.75439272482791,5.9416972086367705,29.34888109311384,1
compressor,plant3,idle,237.31665707974474,74.54724225869468,6.194327014399015,30.813822668512604,1
pump,plant1,maintenance,220.9841452556151,89.41956345411857,12.552487702557357,31.81732616562921,0
compressor,plant2,running,228.96599743187568,74.1805693590636,3.9979235593021545,28.5876578041556,0
compressor,plant1,maintenance,200.08557275572252,55.90292632898267,1.8304251685887363,30.580242633703612,0
motor,plant1,idle,205.0084547010057,106.14004353267926,4.181816616941539,28.2496284482006,0
compressor,plant1,maintenance,217.11804393622987,68.57175926032134,4.287953899268794,36.789837672989336,0
motor,plant1,running,228.41296799296975,67.70425493138467,5.879453889635536,28.922214732241194,0
compressor,plant2,running,215.73587719965377,77.32659074535592,4.495377306466026,23.757415593737033,0
pump,plant1,idle,228.02658388108352,70.93546557761937,6.463875702346597,24.18724664890025,0
compressor,plant3,idle,208.46445168531156,72.12361555280334,3.4652659945277566,25.793700654745237,1
motor,plant2,running,221.02031416753317,64.51909319324193,6.155327585897654,27.760272506639204,0
motor,plant1,running,225.49882370391617,87.6220851762305,2.0925715957702824,34.37598931583502,1
pump,plant2,running,227.57404539663446,89.81778499679733,4.989475572599162,34.060573134320144,1
compressor,plant3,running,215.484393356421,100.34424140315943,3.37781747607871,34.47911573874637,1
compressor,plant1,idle,220.2866247882476,102.55653325028084,4.278645674557199,30.084488460370338,0
pump,plant3,running,204.5925898204841,43.424088721157574,0.8974837647472995,34.9675278831491,0
compressor,plant1,idle,218.94915455738524,82.22149990486093,6.7123205267634365,28.77548158481316,0
compressor,plant3,running,230.8167919999196,55.315271637271714,4.236750311366002,20.8249701499551,1
motor,plant1,running,217.37109263016055,92.37956256407085,4.777495896476223,34.74266808019016,1
compressor,plant2,maintenance,212.5206747998815,77.92146120005668,5.833711551956129,26.573855992826307,0
compressor,plant1,maintenance,227.81427448725427,62.129187100729766,3.5382197488272764,28.917461026894358,0
pump,plant2,running,242.85208621660905,56.03748592211558,4.014309775745999,28.184924910265774,1
pump,plant1,idle,241.7327042752028,63.25937960745293,1.4663409344601286,32.61117712192859,0
motor,plant1,running,222.6142261190077,61.00974952687477,4.3523978149176905,30.794901449384273,1
compressor,plant3,maintenance,227.70503097698864,93.02974351177002,8.08391424330679,28.85429992820232,1
compressor,plant3,running,236.3862955919088,74.15055287124359,5.546048774471411,37.99485525496786,0
compressor,plant3,maintenance,222.4129669833043,58.14873463266486,1.9928122801256372,29.54610719361319,0
motor,plant1,running,224.6131477944828,79.44695733145329,5.847304807876279,28.81521782179496,1
motor,plant1,running,216.77032482693082,79.17742499600354,7.561305427242767,34.03938232943437,0
pump,plant1,idle,243.6797479189182,71.1746022183649,2.9780895588459515,35.837236083190064,0
motor,plant2,maintenance,227.18753662890495,91.8990118070357,4.568918442375318,34.45463539369764,0
compressor,plant2,maintenance,217.32729422803646,82.06145379888578,4.6311804009093285,27.01101568972319,0
compressor,plant1,maintenance,214.2466618114693,80.86589951281823,5.243068142292537,31.837030637573857,1
motor,plant3,idle,201.42790989719128,45.86210501152182,5.227836704505297,30.424380044337234,1
compressor,plant3,running,204.19479153810258,68.49571109006872,6.263567847472326,29.03126490365861,1
compressor,plant3,idle,212.73850482709824,83.51836691289968,4.7466859780821435,25.3276746428945,1
motor,plant1,running,229.28327286959228,79.25349521141354,7.466924413367751,31.101778447221083,1
motor,plant3,idle,223.2611322893979,74.98570299130108,1.1546837610757112,35.437970389739526,0
compressor,plant1,idle,207.4519700095907,84.08652266147718,2.701064647673748,38.148383493962804,1
compressor,plant2,maintenance,210.7348240351638,80.52889210836179,7.973368616817277,35.76616988468658,0
compressor,plant3,idle,222.81603037417958,85.85592224665116,4.045455852609319,27.75519335864065,0
pump,plant2,running,236.7347584919959,79.68829558240654,6.1126979387980365,25.335636064776008,0
pump,plant3,idle,208.98040096052196,85.20236716199555,4.738320720844023,22.535214314661538,1
pump,plant1,idle,224.58936806761864,84.44788996646925,6.890215278358159,35.27350853945081,1
motor,plant1,running,215.54568060506875,73.74331232812547,5.826361286258705,34.11414544305596,0
pump,plant1,maintenance,215.8358149109551,74.5335131806827,10.275438583959122,27.227614665812418,1
motor,plant1,running,208.26571560723946,76.16291698573278,4.951839725303705,26.210313849959853,0
motor,plant3,running,226.26495765043086,56.33542117299618,4.164651936034112,36.341037607903445,0
pump,plant2,running,215.13710096169726,51.82759234977943,7.556205020555998,34.86810281890451,1
pump,plant1,idle,216.48470572108937,82.55501781233347,6.359713726702908,36.46196746491468,0
pump,plant3,idle,229.84328282727014,83.35945306531973,3.3813719663963937,32.80649731449733,0
compressor,plant2,running,230.3650451756351,74.61598504195923,6.74799882798,33.232462848085795,1
pump,plant1,running,212.70181451722004,80.33322900653704,5.405224703990012,19.701773070671706,1
compressor,plant2,maintenance,222.96939545201505,84.84529874992259,5.174147335222999,28.12880801060815,0
motor,plant1,idle,229.06266554565272,81.53464819738622,5.872790166749642,40.114850287615695,0
compressor,plant2,idle,218.16548146121633,83.40750028659465,6.622397795604125,27.160318339434173,1
pump,plant2,idle,226.70404863373557,55.55869221602396,5.380077538841281,31.09360198422162,0
motor,plant1,idle,216.81437195900114,99.68734272965074,4.472666156868907,37.788351088640475,1
motor,plant3,running,216.53836071016252,79.8502667899354,9.177315507028439,34.37337278038237,0
motor,plant2,running,210.678182458263,89.03461936898182,4.919709244864613,25.172877878163916,0
compressor,plant1,maintenance,237.1199441481276,83.76861298807317,7.673969158852477,24.129724767637125,1
pump,plant2,idle,215.1564027405276,59.53756382574227,3.8754432724671517,38.04844560631022,1
motor,plant2,idle,211.98802295253338,64.70484313881778,3.308040703473677,33.706627365029,1
motor,plant3,running,209.54621216921208,67.12663957688893,6.940201468869107,31.7758434395113,1
motor,plant2,maintenance,220.84515897346958,92.23320952898307,4.492607936978106,32.51255760077794,1
compressor,plant2,running,209.8304951674694,60.56211476836663,1.1203953559442152,28.15196303793838,1
compressor,plant1,idle,212.87449964798088,56.205044256875574,4.589886700074586,25.54708691365916,1
pump,plant1,idle,227.9895684305256,81.438742118266,6.014013978625153,32.19998926223705,1
compressor,plant3,maintenance,224.4871641103485,101.2913843431245,3.6072553335029034,26.99265148598531,1
motor,plant2,running,206.5468361896555,62.37524509928036,3.361699059473773,27.04494681713434,0
pump,plant2,idle,227.2482400133189,96.50301886737435,5.386713926035584,28.166878563631588,0
motor,plant2,idle,220.3278817041999,86.19548068567224,2.7178189659471617,33.92026538983113,0
motor,plant3,maintenance,231.37161236058344,68.67668975947488,5.614122503882222,26.488950035129495,1
compressor,plant2,idle,234.179894827679,55.16028638751314,7.0708854979818145,26.045537105685828,1
pump,plant1,idle,203.91325941905475,69.94067511202698,7.601345012638765,25.256278450546493,1
compressor,plant3,running,227.6463036131972,63.13424758744907,3.6978994517528525,29.23423353289974,0
compressor,plant1,maintenance,236.34811924158424,93.00479393498486,8.559153343962452,35.053698687190305,1
pump,plant1,maintenance,222.0964899916102,74.49821328822581,6.174629492235729,29.271969919433083,0
motor,plant3,maintenance,226.8821705238734,82.21911530085906,3.6565977211661926,30.012924250183325,1
motor,plant1,running,222.2496984194556,82.3158192262027,4.156685096651418,30.949854656946073,0
pump,plant2,maintenance,229.7942474392859,65.40181868028492,3.603128435672687,28.35019565634081,0
motor,plant3,idle,223.83490064295248,76.08351211328474,0.8939679581202551,25.451941379390156,0
pump,plant1,maintenance,199.77627632969913,90.01804934630016,7.841727563931506,27.838795166071506,1
pump,plant2,idle,218.7879793262507,73.86025107711342,5.433586727357,27.163528890698167,0
compressor,plant2,maintenance,218.14187786955435,71.01391366423698,6.299837689950417,29.556082293292096,1
pump,plant1,maintenance,227.1378430464177,85.35480819221436,5.1989851017386535,27.740688895863727,1
compressor,plant2,running,231.76846342764944,55.497194773951335,1.9765775374491241,31.126816365265654,1
motor,plant3,maintenance,217.72329851999106,41.94879676039782,5.691653653661459,29.43792498471612,1
motor,plant1,maintenance,207.75123813461138,79.32038958854254,6.912063150344037,26.884223260279597,1
motor,plant2,running,223.06215679781351,90.36557723528396,6.898558263952473,37.27809337065989,0
motor,plant2,idle,212.24051817225202,102.02696401250014,7.1846290153005405,32.40144458467913,0
compressor,plant1,maintenance,213.9393896507134,77.94424571792625,5.100787909151659,28.95897073121896,0
motor,plant1,maintenance,243.82091879235776,87.36332963129755,0.2638921478781553,27.296032820268273,0
pump,plant1,idle,213.22274495754655,94.77163905510356,6.357955120192129,34.57006913515781,1
pump,plant1,running,204.3512520713848,75.47108648101188,5.142980871551222,25.660990073698095,1
pump,plant3,maintenance,226.03573098208497,65.38119812368446,8.989247538513375,37.018986372554465,0
compressor,plant1,running,227.0705016192468,63.83786543202561,8.790099987907977,22.83168112424464,1
motor,plant3,idle,228.7858749322937,70.58013447059652,7.200760457130491,43.838306193746206,1
motor,plant3,idle,228.398514591261,96.74085101136042,2.24683610022314,27.889897260258067,1
motor,plant1,running,221.45606367852085,88.98376739096203,2.7827428588392564,23.508480857774487,0
compressor,plant3,idle,221.56110531715169,71.72101038755368,6.044831853075009,26.65459679749249,0
pump,plant1,idle,229.39559862922818,93.68377488908634,2.6692627663410033,28.440358384753893,1
pump,plant1,maintenance,236.08594513806838,81.79164850314832,6.76839060318755,27.18227790103404,1
motor,plant2,running,207.39273519900638,71.74330233940405,6.851195089247582,31.779436245754155,1
pump,plant1,maintenance,213.9170795402878,77.65558504865898,8.121954582982392,31.42275459969244,0
pump,plant2,running,226.27932413391946,81.03863090167954,7.186381487004275,45.87601764159281,0
compressor,plant3,maintenance,222.54886399003104,77.05109067141774,4.225511618941436,30.435967875707096,1
compressor,plant2,idle,202.0943205563576,101.11535503344322,4.871064150062037,23.37245259499117,1
compressor,plant3,running,214.2673241543185,72.7534921334357,3.3055995341241724,29.13714180038331,0
compressor,plant1,running,223.02684185790855,54.263934884629876,5.53455660084991,30.687641516019543,0
motor,plant3,running,220.12595445930276,79.68832418947471,0.6492838531441176,27.44973615671735,0
compressor,plant3,running,216.41058054693715,70.62812703663838,4.414146535846517,33.20862609544263,0
pump,plant1,idle,243.44068050981457,54.86038378459934,6.398049619898752,33.84408645127955,1
motor,plant3,idle,219.75108641041132,84.96577281524671,6.2331127402161,26.82123711215055,1
pump,plant1,idle,222.31048998602773,20.88501809476179,6.735397440792342,28.237815039002335,0
pump,plant2,maintenance,221.32964896042643,79.32732984602893,2.8813438535602693,20.46788058716314,0
pump,plant1,idle,222.11666728947486,39.46107343496479,2.4322116469033093,25.647410447195647,1
compressor,plant1,maintenance,220.37726459819544,75.07735278086787,6.192277531272844,28.667844527894292,1
compressor,plant3,maintenance,199.17634209945913,83.30233546163413,3.090823444876701,30.704835736511033,0
motor,plant2,idle,210.09795167344296,85.98179109950837,2.6573380808224982,29.32480225090557,1
motor,plant1,idle,216.85142683760137,87.12709963532937,5.428426220065743,25.790974018898574,1
compressor,plant2,idle,228.12719661163288,59.18011929148595,4.946275060441066,35.534955772243194,1
pump,plant2,maintenance,217.00728199819167,77.84631942862715,9.777090755630857,35.03704606523715,0
motor,plant3,running,211.6862377179354,64.48407675747248,5.743769204400767,35.526773181400266,1
compressor,plant1,idle,229.44322982122162,63.61881489214372,5.346420338050292,37.7520830109556,0
compressor,plant3,maintenance,233.51093256282695,73.34709688286281,3.8835569408514745,25.077461590171502,0
compressor,plant1,maintenance,204.6727287623347,68.68655123537737,6.6539919250569195,32.14505824976518,1
pump,plant2,idle,220.96926852963634,59.456358604502334,4.939695846284332,34.56256679991443,0
compressor,plant1,maintenance,193.29831436538245,79.8288527733203,3.9622681692330746,41.356906662631886,0
compressor,plant1,idle,216.88579918494256,83.22786091420127,4.583200361898099,37.48309475215127,1
compressor,plant2,maintenance,238.84434229221324,62.08243904737843,4.332282366355745,28.71793200607314,1
compressor,plant2,running,220.91946403359742,72.23429476621676,4.839727166499677,22.053422590398647,0
motor,plant1,maintenance,206.18921797281553,72.49153584096743,9.507834145097473,23.950585840397256,1
motor,plant3,idle,206.43547432681967,72.73393148348711,6.28339733544233,33.36367953775466,0
compressor,plant1,running,210.6736398133941,74.14928351082355,4.632018511271126,30.310517769718277,1
pump,plant2,idle,213.28323734672006,79.32880783964285,4.886273406098147,26.513110174611327,0
motor,plant3,maintenance,201.07219722308574,92.5176052954087,2.211420765731626,20.06662551563704,1
compressor,plant2,running,223.29261417822053,76.95245138227425,1.38893139609356,34.43052565941361,0
motor,plant2,running,225.43870658978005,67.34929308390107,6.4905041688393,24.235854345086658,1
motor,plant3,maintenance,216.49792107110576,74.81945858856078,6.450323927735887,37.08451153483251,1
pump,plant2,running,240.4572064515899,59.0542643332284,5.8106862933241645,25.00308098798559,1
compressor,plant2,running,215.70525939837717,61.542452180345336,7.972669125425695,27.77693796161214,0
compressor,plant2,running,232.02798452892992,81.48628169463888,5.438275645105481,26.666006168670485,0
pump,plant2,idle,206.12298051308906,28.05338547197436,6.63228498760262,33.17067610051937,0
pump,plant2,idle,222.9994536725018,71.74861724935637,4.852773786516594,26.64312532059872,0
compressor,plant2,running,224.50050637506658,88.92076691088258,0.0022528501587784078,28.943471405102223,0
compressor,plant2,maintenance,212.89404907116108,81.05987680235629,7.332216419694223,28.25185913153699,1
pump,plant2,maintenance,221.67222268073297,87.90829804794743,3.06002719140615,25.60753697200913,0
motor,plant2,idle,212.79235951311693,80.03870672153637,5.5171458721907785,30.07875668363145,0
motor,plant1,maintenance,216.880847443674,104.88101682254408,3.5935369790971317,31.32482523665028,1
pump,plant1,running,217.17091971152755,56.53623886761181,5.532407351536968,33.523386410961066,0
motor,plant2,maintenance,205.94577227346406,76.73375637263055,8.339516843847747,33.05333714297023,0
pump,plant1,idle,225.22889638447575,85.91170242790731,6.196196297877572,33.5890058920237,0
motor,plant3,idle,225.91983149524177,68.67130184845259,6.629179175305614,21.14648622691808,0
motor,plant1,running,216.26644302779175,92.6805192251496,4.6491378915808,29.886308567233577,0
compressor,plant2,idle,222.42036040444552,84.06854864295141,4.429403468378215,25.527781730208453,1
compressor,plant2,idle,210.80235051157968,52.62297779211671,4.396582828613778,30.049892370909916,1
motor,plant1,idle,207.47679204368242,80.4318966489055,6.528341691474554,30.696468744601535,1
motor,plant2,maintenance,216.00064725703027,84.12218338608466,5.059888046612748,31.038891581010446,1
compressor,plant3,idle,226.91020470323207,99.48957678046864,6.383070108417403,21.97908018745023,1
compressor,plant3,maintenance,219.24571163888407,72.30877661933974,4.645470125737023,41.96776962116689,1
compressor,plant2,idle,215.6150831208256,83.38427474208726,7.030475159607697,41.509739425837196,0
pump,plant3,idle,223.3565504959746,78.86476328844601,6.390333372542134,26.886481356303886,0
motor,plant3,maintenance,210.8413448826442,66.56680284522022,5.225092069110565,24.43346258989734,1
compressor,plant1,maintenance,207.73740246821401,69.76220495299386,6.36269167320439,44.209672227699684,1
motor,plant3,running,216.47277771720448,42.10749137114382,7.067070559152823,35.5348539822079,1
pump,plant1,running,211.49949154316988,67.90888187245667,8.706861432147711,33.74426965181695,0
pump,plant2,maintenance,208.1045167335364,98.567006731298,3.59694045720185,23.877411332812194,0
compressor,plant1,idle,229.03945046666985,72.41253662387858,6.7638332861074755,38.05842511357599,1
pump,plant2,running,242.03006462771705,87.66829725995066,6.373594843090938,25.65694238381784,1
motor,plant2,maintenance,204.45387626849944,78.41729500646338,6.852817218962757,29.07316223959784,0
compressor,plant2,maintenance,215.84106250635884,81.36656961912487,4.068784661588178,36.88574871415341,0
motor,plant2,idle,221.74461388751976,104.91504439327291,5.2060795497562085,27.941096194747654,0
motor,plant2,maintenance,202.79394868085274,68.87235601695411,4.060056601537162,31.165087340231302,0
pump,plant1,running,217.77240597781892,68.76849685835177,5.702051181335557,35.87480551754338,1
pump,plant2,idle,218.49893290475313,91.3095256169281,3.272648856708405,23.945179317638765,0
pump,plant3,maintenance,224.79960900859646,73.79234734280388,7.7260980714856204,35.80908651852078,0
pump,plant3,maintenance,212.2726858403622,70.91103802772408,5.277454621629005,38.036055745090415,0
pump,plant2,idle,214.35483530349913,89.30634153439814,8.450344844232488,29.65589258458325,0
compressor,plant3,idle,229.71470802221762,78.87836570021946,3.679827097826985,36.165786196103426,1
motor,plant1,idle,224.19423622174608,72.73102782473345,5.402694516539989,26.119450855692737,1
motor,plant1,running,227.27973638658213,69.87462962921019,5.205916990777277,22.3166999125434,0
motor,plant2,running,202.45921448070757,62.353944167837305,6.331017891372324,20.09274179275428,0
motor,plant2,maintenance,213.3167170193174,51.779443444189766,6.51612817239971,32.56581403952027,0
pump,plant2,maintenance,235.1626470224045,91.67235018831117,2.339001142542547,32.26488109485594,1
motor,plant3,idle,219.1605964980473,68.63682127474281,7.375973405395397,27.076939018883927,1
compressor,plant3,maintenance,218.74274791450995,49.445529157624215,6.783510883533973,35.8593428294871,1
compressor,plant1,maintenance,219.17746835927917,101.74906665399249,2.0071706603230033,26.775485452791052,1
motor,plant3,idle,235.69994350739955,76.30007690062513,7.881613050890184,23.791301250529273,1
